ACTEU;AGE;DDIPL;IDENT;NOI;SALMEE;SEXE;TPP
1;29;3;G1X11C9Y;02;1150;2;1
1;37;3;G1X11F1Y;01;;1;1
1;36;3;G1X16IDY;01;2100;1;1
1;27;5;G1X16IDY;02;700;2;1
2;52;6;G1X16IEY;01;;1;
1;43;7;G1X16IGY;01;1500;1;1
3;25;5;G1X16IGY;02;;2;
3;28;4;G1X16L8Y;01;;2;
3;29;6;G1X16NXY;01;;1;
3;76;7;G1X16NYY;01;;2;
1;38;5;G1X16NZY;01;1270;2;1
1;44;4;G1X16NZY;02;840;1;2
2;26;4;G1X16O0Y;01;;2;
1;27;4;G1X16O0Y;02;1900;1;1
1;34;5;G1X16O2Y;01;50;2;3
1;40;7;G1X16O2Y;02;1700;1;1
3;79;7;G1X16QQY;01;;2;
1;47;6;G1X16QSY;01;700;2;1
3;85;7;G1Y1BZPY;01;;2;
3;87;7;G1Y1BZPY;02;;1;
1;47;5;G1Z1B2HY;01;1300;1;1
3;61;1;G1Z1B59Y;01;;1;
3;57;5;G1Z1B59Y;02;;2;
3;37;4;G1Z1BATY;01;;2;
1;39;4;G1Z1BATY;02;1400;1;1
3;60;3;G1Z1BDLY;01;;2;
1;60;7;G1Z1BDLY;02;;1;2
3;62;3;G1Z1BRHY;01;;1;
3;91;7;G1Z1BZTY;01;;1;
1;41;5;G201B2LY;01;1539;1;1
1;42;6;G201B2LY;02;1400;2;2
3;15;7;G201B2LY;04;;1;
1;29;5;G201B5DY;01;1200;2;1
1;31;5;G201B5DY;02;2000;1;1
1;39;5;G201B85Y;01;1556;2;1
1;20;4;G201B85Y;02;1100;2;1
1;19;5;G201B85Y;03;1400;1;1
3;15;7;G201B85Y;04;;1;
1;52;7;G201BDPY;01;1380;1;1
1;21;3;G201BJ9Y;01;1200;2;1
1;36;3;G201GH1Y;01;1876;2;1
1;31;4;G201GH2Y;01;1900;1;1
3;31;3;G201GH2Y;02;;2;
1;30;5;G201GH3Y;01;1750;1;1
3;33;5;G201GH3Y;02;;2;
1;49;4;G201GH4Y;01;2400;1;1
3;52;6;G201GH4Y;02;;2;
3;16;6;G201GH4Y;03;;1;
1;35;4;G201GH5Y;01;1756;1;1
1;38;4;G201GH6Y;01;2000;1;1
1;30;3;G201GH6Y;02;1309;2;2
1;47;5;G201GMLY;01;1495;2;1
3;68;5;G201GS5Y;01;;1;
1;67;7;G201GS5Y;02;220;2;2
1;39;5;G211G39Y;01;1431;2;1
1;45;7;G211G39Y;02;1980;1;1
1;17;7;G211G39Y;03;682;1;1
2;44;7;G211G61Y;01;;2;
2;37;7;G211GBLY;01;;1;
3;40;7;G211GBLY;02;;2;
3;18;6;G211GBLY;03;;1;
1;16;6;G211GBLY;04;526;1;1
1;49;6;G211GH5Y;01;660;2;2
1;47;5;G211GH5Y;02;1579;1;1
3;15;6;G211GH5Y;03;;1;
3;60;5;G211GJXY;01;;1;
3;57;7;G211GJXY;02;;2;
2;38;7;G211LYEY;01;;1;
3;52;7;G211LYFY;01;;2;
2;33;7;G211LYJY;01;;1;
1;53;7;G211LYLY;01;1400;2;1
1;58;5;G211LYTY;01;1300;2;1
1;38;6;G211LYUY;01;1502;1;1
3;47;7;G211LYVY;01;;1;
2;43;5;G211LYWY;01;;1;
1;30;1;G211LYXY;01;881;2;2
1;54;7;G211LYYY;01;1523;2;1
3;61;5;G211LYZY;01;;1;
3;48;7;G231QFPY;01;;1;
1;35;7;G231QFQY;01;709;2;2
1;34;7;G231QFQY;02;1093;1;1
2;51;5;G231QFRY;01;;2;
3;68;4;G231QFSY;01;;2;
3;66;4;G231QFSY;02;;2;
1;48;3;G231QFUY;01;1365;2;1
3;17;6;G231QFUY;02;;2;
3;87;7;G231QFVY;01;;1;
1;25;5;G231QFWY;01;950;2;2
1;44;5;G231QFYY;01;1630;2;1
3;15;6;G231QFYY;03;;2;
1;26;3;G231QFZY;01;1400;1;2
1;32;3;G231QG0Y;01;1300;1;1
1;35;1;G231QG0Y;02;;2;2
3;71;7;G231QG1Y;01;;1;
3;64;7;G231QG1Y;02;;2;
1;57;1;G231QG2Y;01;5500;1;1
1;40;1;G231QIHY;01;;1;1
1;42;1;G231QIHY;02;;2;2
1;34;3;G231QIIY;01;;2;1
1;37;3;G231QIIY;02;2000;1;1
1;36;3;G231QIJY;01;2200;2;1
1;51;4;G231QILY;01;2200;2;1
3;22;4;G231QILY;02;;1;
3;66;1;G231QIMY;01;;1;
1;55;1;G231QIMY;02;2500;2;1
3;68;7;G231QL9Y;01;;2;
1;21;3;G231QLAY;01;1067;2;1
1;20;4;G231QLAY;02;450;1;2
1;42;7;G241VX1Y;01;1050;2;1
2;46;5;G241VX1Y;02;;1;
3;17;6;G241VX1Y;03;;1;
3;16;6;G241VX1Y;04;;1;
1;30;5;G241VZTY;01;0;1;1
1;28;4;G251V5DY;01;1070;1;1
1;26;3;G251V5DY;02;1600;2;1
3;81;5;G251VDPY;01;;2;
1;41;7;G251VJ9Y;01;1069;2;2
1;42;7;G251VJ9Y;02;1600;1;1
3;17;6;G251VJ9Y;03;;2;
3;67;7;G251VM1Y;01;;1;
3;57;7;G251VM1Y;02;;2;
1;43;5;G251VRLY;01;2600;1;1
1;34;4;G251VRLY;02;1083;2;2
1;37;5;G251VZXY;01;1480;2;1
1;39;1;G251VZXY;02;2260;1;1
1;26;4;G2610EDZ;01;1900;1;1
1;27;3;G2610EDZ;02;980;2;1
1;56;7;G2610H5Z;01;64;2;2
1;47;7;G2610H5Z;02;2000;1;1
1;52;3;G2610JXZ;01;2000;2;1
1;41;7;G2610MPZ;01;1320;2;1
1;52;5;G2610MPZ;02;660;1;2
3;17;6;G2610MPZ;03;;2;
1;34;5;G2610PHZ;01;1700;2;1
1;40;3;G2610PHZ;02;2500;1;1
1;45;5;G2610S9Z;01;1800;1;1
1;44;6;G2610V1Z;01;465;2;2
1;44;6;G2610V1Z;02;1800;1;1
3;19;6;G2610V1Z;03;;1;
3;16;7;G2610V1Z;04;;2;
1;22;6;G2610V1Z;05;1800;1;1
1;30;1;G2610XTZ;01;4000;1;1
3;33;3;G2610XTZ;02;;2;
1;35;3;G261V2PY;01;1100;2;2
1;35;5;G261V2PY;02;2100;1;1
1;37;4;G261V5HY;01;1900;2;1
1;37;5;G261V5HY;02;2500;1;1
3;56;7;G261V89Y;01;;1;
1;44;3;G261VB1Y;01;;1;1
1;47;1;G261VB1Y;02;2500;2;1
3;18;4;G261VB1Y;03;;1;
3;16;6;G261VB1Y;04;;1;
3;72;5;G261VGLY;01;;1;
3;73;7;G261VOXY;01;;1;
3;68;7;G261VOXY;02;;2;
3;58;5;G261VRPY;01;;2;
3;26;5;G261VUHY;01;;2;
1;27;7;G261VUHY;02;;1;2
2;51;5;G261VX9Y;01;;1;
3;47;7;G261VX9Y;02;;2;
1;17;6;G261VX9Y;03;517;1;1
1;33;6;G27100LZ;01;670;2;2
1;34;1;G27100LZ;02;2000;1;1
1;33;4;G27103DZ;01;1200;2;1
1;37;1;G27103DZ;02;5500;1;1
1;55;4;G2710BPZ;01;1500;2;1
3;16;6;G2710BPZ;02;;1;
1;29;1;G2710EHZ;01;700;2;2
3;34;5;G2710EHZ;02;;1;
3;78;7;G2710H9Z;01;;2;
1;36;4;G2710K1Z;01;1200;1;1
1;30;3;G2710K1Z;02;983;2;2
1;59;1;G2710MTZ;01;;1;1
3;65;7;G2710PLZ;01;;2;
3;65;5;G2710PLZ;02;;1;
1;26;3;G2710PLZ;03;2000;2;1
1;55;3;G2710SDZ;01;2100;2;1
1;55;3;G2710SDZ;02;2400;1;1
3;24;4;G2710SDZ;03;;1;
1;60;5;G2710V5Z;01;;1;1
1;32;4;G2710V5Z;02;1200;1;1
1;22;6;G2710XXZ;01;;1;3
1;47;7;G2710XXZ;02;;1;1
1;45;7;G2710XXZ;03;;2;1
3;18;5;G2710XXZ;04;;2;
1;36;4;G2715VPZ;01;2900;1;1
1;41;5;G2715YHZ;01;4870;1;1
1;37;4;G2715YHZ;02;1500;2;1
1;55;3;G271V01Y;01;3500;1;1
3;63;3;G271V01Y;02;;2;
3;63;1;G271V2TY;01;;1;
1;60;3;G271V2TY;02;;2;1
1;59;5;G271V8DY;01;;1;1
1;56;7;G271V8DY;02;;2;1
3;74;7;G271VGPY;01;;2;
1;30;3;G271VJHY;01;2300;2;1
1;32;1;G271VJHY;02;2500;1;1
3;58;4;G271VM9Y;01;;1;
1;49;5;G271VM9Y;02;2000;2;1
3;87;7;G271VP1Y;01;;2;
3;68;5;G271VULY;01;;2;
1;68;7;G271VULY;02;;1;1
1;34;3;G28100PZ;01;2700;1;1
1;35;4;G28100PZ;02;1300;2;1
3;15;7;G28100PZ;03;;2;
1;33;7;G28103HZ;01;1000;2;1
1;36;3;G28103HZ;02;2500;1;1
1;41;3;G281069Z;01;0;2;2
1;42;3;G281069Z;02;1636;1;2
1;40;7;G281091Z;01;1800;1;1
1;39;4;G281091Z;02;1500;2;1
3;15;7;G281091Z;03;;1;
3;89;7;G281519Z;01;;2;
3;46;7;G281541Z;01;;1;
2;44;5;G281541Z;02;;2;
2;20;4;G281541Z;03;;2;
3;15;7;G281541Z;04;;2;
1;48;5;G28156TZ;01;1853;1;1
3;44;7;G28156TZ;02;;2;
3;87;7;G28159LZ;01;;2;
1;33;5;G2815CDZ;01;730;2;1
1;36;5;G2815CDZ;02;1400;1;1
1;56;7;G2815F5Z;01;1895;1;1
3;58;7;G2815F5Z;02;;2;
1;42;3;G2815HXZ;01;1630;2;1
3;41;7;G2815KPZ;01;;1;
3;39;5;G2815KPZ;02;;2;
3;71;7;G2815NHZ;01;;1;
3;68;7;G2815NHZ;02;;2;
3;69;7;G2815T1Z;01;;2;
3;44;7;G2815VTZ;01;;2;
3;64;7;G2815YLZ;01;;1;
3;78;7;G2815YLZ;02;;2;
2;39;6;G29151DZ;01;;1;
1;40;5;G29151DZ;02;2331;2;1
1;49;7;G29156XZ;01;1100;1;1
1;47;7;G29156XZ;02;1100;2;1
1;56;5;G29159PZ;01;;1;1
1;49;5;G2915CHZ;01;1418;1;1
1;52;7;G2915CHZ;02;237;2;2
3;23;3;G2915CHZ;03;;1;
3;21;4;G2915CHZ;04;;2;
3;18;5;G2915CHZ;05;;1;
1;41;7;G2915F9Z;01;1946;1;1
1;44;5;G2915F9Z;02;1372;2;1
1;22;4;G2915F9Z;03;1295;1;1
3;63;7;G2915KTZ;01;;1;
3;61;7;G2915KTZ;02;;2;
1;27;5;G2915KTZ;03;1260;1;1
3;69;5;G291AD1Z;01;;2;
3;71;5;G291AD1Z;02;;1;
3;82;7;G291AILZ;01;;1;
3;74;7;G291AILZ;02;;2;
3;76;7;G291ALDZ;01;;1;
3;74;7;G291ALDZ;02;;2;
1;52;7;G291ALDZ;03;;1;1
1;29;1;G291AQXZ;01;1300;2;1
2;38;3;G291ATPZ;01;;1;
1;51;5;G291AZ9Z;01;2100;1;1
1;38;4;G291AZ9Z;02;;2;1
3;15;6;G291AZ9Z;03;;2;
2;40;4;G2A1A4TZ;01;;2;
2;52;4;G2A1A4TZ;02;;1;
2;18;7;G2A1A4TZ;03;;1;
1;17;7;G2A1A4TZ;04;400;2;1
3;52;5;G2A1A4UZ;01;;2;
3;71;5;G2A1A7LZ;01;;1;
3;65;7;G2A1A7LZ;02;;2;
1;28;4;G2A1AADZ;01;1400;2;1
3;62;7;G2A1AD5Z;01;;1;
3;62;5;G2A1AD5Z;02;;2;
1;36;5;G2A1AFXZ;01;750;2;2
1;36;5;G2A1AFXZ;02;;1;1
2;38;3;G2A1AIPZ;01;;2;
3;77;5;G2A1ALHZ;01;;1;
3;72;7;G2A1ALHZ;02;;2;
1;44;7;G2A1ALHZ;03;;2;1
2;47;7;G2A1AO9Z;01;;2;
2;53;5;G2A1AO9Z;02;;1;
1;18;7;G2A1AO9Z;03;;1;1
3;90;7;G2A1AOAZ;01;;2;
2;39;5;G2A1AR1Z;01;;2;
1;44;5;G2A1AR1Z;02;2500;1;1
3;74;5;G2A1ATTZ;01;;1;
3;75;7;G2A1ATTZ;02;;2;
1;50;5;G2A1ATUZ;01;1700;2;1
1;55;3;G2A1AWLZ;01;2800;1;1
3;59;3;G2A1AWLZ;02;;2;
1;47;5;G2A1AZDZ;01;2200;1;1
1;49;3;G2A1AZDZ;02;3000;2;1
1;37;5;G2A1FUDZ;01;;1;1
1;38;7;G2A1FUDZ;02;1200;2;1
3;83;7;G2A1FUFZ;01;;2;
3;85;7;G2A1FUFZ;02;;1;
1;62;5;G2A1FUGZ;01;2300;1;1
1;54;5;G2A1FUGZ;02;1500;2;1
1;62;5;G2A1FUHZ;01;3200;2;1
3;69;5;G2A1FUIZ;01;;2;
3;67;5;G2A1FUIZ;02;;1;
3;83;5;G2A1FX5Z;01;;2;
1;49;3;G2B1F2PZ;01;2937;2;1
3;71;5;G2B1FB1Z;01;;1;
3;66;7;G2B1FB1Z;02;;2;
3;57;3;G2B1FGLZ;01;;1;
1;30;5;G2B1FGMZ;01;;1;1
1;26;6;G2B1FGMZ;02;;1;2
1;49;5;G2B1FJDZ;01;3000;1;1
3;33;5;G2B1FJDZ;02;;2;
1;40;5;G2B1FM5Z;01;3200;1;1
1;44;7;G2B1FM5Z;02;1300;2;2
3;57;7;G2B1FRPZ;01;;1;
1;55;7;G2B1FRPZ;02;600;2;2
3;63;7;G2B1FX9Z;01;;2;
3;61;3;G2C1F01Z;01;;1;
1;42;1;G2C1F01Z;02;2000;2;1
1;21;4;G2C1F01Z;03;900;1;1
3;92;4;G2C1F2TZ;01;;1;
1;60;7;G2C1F2UZ;01;3700;2;1
3;64;5;G2C1F2VZ;01;;2;
3;67;5;G2C1F2VZ;02;;1;
3;83;5;G2C1F2WZ;01;;2;
3;75;5;G2C1F2WZ;02;;2;
1;50;1;G2C1F2XZ;01;2400;2;1
1;26;3;G2C1KBPZ;01;950;2;2
1;26;4;G2C1KBPZ;02;1900;1;1
3;64;1;G2C1KH9Z;01;;1;
1;45;4;G2C1KK1Z;01;1066;2;2
1;48;5;G2C1KK1Z;02;1600;1;1
1;32;1;G2C1KMTZ;01;;2;2
1;33;5;G2C1KMTZ;02;;1;1
2;23;4;G2C1KPLZ;01;;1;
1;21;4;G2C1KPLZ;02;1500;1;1
1;46;5;G2C1KPLZ;03;;2;1
3;73;7;G2C1KSDZ;01;;1;
1;59;7;G2C1KXXZ;01;1600;1;1
3;56;5;G2C1KXXZ;02;;2;
3;67;4;G2D1K0PZ;01;;2;
3;63;3;G2D1K0PZ;02;;1;
1;49;7;G2D1K3HZ;01;1900;1;1
1;50;6;G2D1K3HZ;02;1200;2;1
1;25;6;G2D1K3HZ;03;1500;1;1
1;22;5;G2D1K3HZ;04;1700;1;1
1;19;5;G2D1K3HZ;05;589;2;1
1;61;7;G2D1K69Z;01;;2;3
1;36;5;G2D1K91Z;01;;2;1
1;36;5;G2D1K91Z;02;1300;1;1
1;59;5;G2D1KBTZ;01;;1;1
1;31;5;G2D1KK5Z;01;1300;2;1
1;35;5;G2D1KK5Z;02;1400;1;1
1;40;5;G2D1KPPZ;01;1800;1;1
1;40;1;G2D1KPPZ;02;2800;2;1
3;65;6;G2D1KSHZ;01;;2;
3;69;5;G2D1KSHZ;02;;1;
1;38;5;G2D1KV9Z;01;2000;1;1
3;88;7;G2D1PVTZ;01;;2;
3;77;7;G2D1PYLZ;01;;1;
3;73;7;G2D1PYLZ;02;;2;
3;46;7;G2E1K0TZ;01;;2;
1;42;5;G2E1K0TZ;02;1250;1;1
3;80;7;G2E1K95Z;01;;1;
1;51;7;G2E1P1DZ;01;1200;1;1
1;53;5;G2E1P6XZ;01;675;2;2
1;57;3;G2E1P6XZ;02;;1;1
3;69;7;G2E1P9PZ;01;;1;
3;66;7;G2E1P9PZ;02;;2;
3;69;5;G2E1PCHZ;01;;2;
3;68;5;G2E1PCHZ;02;;1;
3;33;4;G2E1PCHZ;03;;1;
1;43;5;G2E1PF9Z;01;1465;1;1
3;77;7;G2E1PI1Z;01;;1;
1;52;7;G2E1PKTZ;01;;1;1
3;51;7;G2E1PKTZ;02;;2;
3;27;7;G2E1PKTZ;03;;1;
3;58;7;G2E1PNLZ;01;;2;
3;74;7;G2E1PNLZ;02;;1;
3;75;5;G2E1PQDZ;01;;2;
3;72;7;G2E1PQDZ;02;;1;
1;52;7;G2E1PT5Z;01;;1;1
1;50;7;G2E1PT5Z;02;;2;1
1;16;7;G2E1PT5Z;03;;1;2
3;49;7;G2E1PYPZ;01;;2;
3;62;7;G2F1P1HZ;01;;1;
1;59;7;G2F1P1HZ;02;;2;2
1;51;7;G2F1P49Z;01;1658;1;1
3;44;5;G2F1P49Z;02;;2;
3;73;7;G2F1P71Z;01;;1;
3;93;7;G2F1P9TZ;01;;2;
3;74;7;G2F1PCLZ;01;;1;
3;74;7;G2F1PCLZ;02;;2;
3;81;7;G2F1PFDZ;01;;1;
3;75;7;G2F1PFDZ;02;;2;
3;90;7;G2F1PI5Z;01;;2;
1;53;5;G2F1PKXZ;01;1450;1;1
1;48;5;G2F1PKXZ;02;1210;2;1
3;63;1;G2F1PNPZ;01;;1;
1;54;4;G2F1PNPZ;02;2200;2;1
2;24;1;G2F1PNPZ;03;;2;
3;75;6;G2F1PQHZ;01;;2;
3;91;7;G2F1PQHZ;02;;1;
1;43;5;G2F1PT9Z;01;1300;2;1
1;52;5;G2F1PW1Z;01;2300;1;1
3;80;7;G2F1PYTZ;01;;2;
3;83;7;G2F1UADZ;01;;2;
1;47;6;G2F1UD5Z;01;1790;1;1
1;48;5;G2F1UD5Z;02;1100;2;1
1;23;4;G2F1UD5Z;03;;1;1
1;55;6;G2F1UFXZ;01;2000;1;1
1;54;5;G2F1UFXZ;02;1639;2;1
1;39;4;G2F1ULHZ;01;;1;1
1;37;4;G2F1ULHZ;02;;2;1
1;40;1;G2F1UTTZ;01;1100;2;2
1;39;3;G2F1UTTZ;02;4400;1;1
1;43;3;G2F1UWLZ;01;1946;2;2
1;44;3;G2F1UWLZ;02;;1;1
2;21;1;G2F1UWLZ;03;;2;
1;19;4;G2F1UWLZ;04;1025;1;1
2;19;4;G2F1UWLZ;05;;1;
1;50;4;G2F1UZDZ;01;2100;2;1
1;54;7;G2F1UZDZ;02;1350;1;1
1;30;7;G2G1U25Z;01;;2;1
1;38;5;G2G1U25Z;02;;1;1
1;58;1;G2G1U4XZ;01;3600;1;1
1;56;4;G2G1U4XZ;02;2300;2;1
1;42;1;G2G1U7PZ;01;1100;2;2
1;42;1;G2G1U7PZ;02;3000;1;1
3;60;7;G2G1UAHZ;01;;2;
2;37;5;G2G1UAHZ;02;;1;
1;57;1;G2G1UD9Z;01;2800;2;1
3;78;5;G2G1UITZ;01;;1;
3;77;5;G2G1UITZ;02;;2;
3;64;5;G2G1ULLZ;01;;1;
3;63;7;G2G1ULLZ;02;;2;
1;52;4;G2G1UODZ;01;3000;2;1
1;57;3;G2G1UODZ;02;;1;1
3;17;6;G2G1UODZ;03;;2;
3;67;5;G2G1UR5Z;01;;1;
1;64;4;G2G1UR5Z;02;2000;2;1
3;71;4;G2G1UTXZ;01;;1;
3;68;6;G2G1UTXZ;02;;2;
1;58;7;G2G1UWPZ;01;400;2;2
3;67;5;G2G1ZRPZ;01;;2;
1;37;4;G2G1ZUHZ;01;;1;1
1;34;3;G2G1ZUHZ;02;;2;2
3;78;7;G2G1ZX9Z;01;;1;
3;70;7;G2G1ZX9Z;02;;2;
2;52;5;G2H1Z2TZ;01;;1;
3;48;6;G2H1Z2TZ;02;;2;
1;38;1;G2H1Z5LZ;01;;2;1
1;42;1;G2H1Z5LZ;02;;1;2
1;45;4;G2H1Z8DZ;01;;1;1
1;48;4;G2H1Z8DZ;02;;2;1
1;35;5;G2H1ZB5Z;01;1151;2;1
3;15;6;G2H1ZB5Z;02;;1;
3;61;5;G2H1ZDXZ;01;;1;
3;71;7;G2H1ZJHZ;01;;1;
1;67;6;G2H1ZM9Z;01;;2;2
1;46;6;G2H1ZP1Z;01;;1;1
3;74;7;G2H1ZRTZ;01;;1;
3;73;7;G2H1ZRTZ;02;;2;
1;39;1;G2H1ZULZ;01;;2;1
1;42;3;G2H1ZULZ;02;;1;1
1;37;5;G2I1Z05Z;01;1285;2;1
1;36;4;G2I1Z05Z;02;1350;1;1
1;41;3;G2I1Z2XZ;01;;1;1
2;38;4;G2I1Z2XZ;02;;2;
1;34;1;G2I1Z8HZ;01;1480;2;2
1;32;1;G2I1Z8HZ;02;;1;1
1;43;1;G2I1ZB9Z;01;;2;1
1;46;1;G2I1ZB9Z;02;;1;1
1;38;6;G2I1ZE1Z;01;1200;2;1
1;46;5;G2I1ZE1Z;02;1300;1;1
3;16;6;G2I1ZE1Z;03;;2;
1;48;4;G2I1ZGTZ;01;1600;2;1
1;53;7;G2I1ZGTZ;02;1350;1;1
3;44;6;G2I24910;01;;2;
3;59;5;G2I24910;02;;1;
1;53;5;G2I24BT0;01;;1;1
1;49;5;G2I24BT0;02;;2;1
1;21;4;G2I24BT0;03;;1;1
3;19;6;G2I24BT0;04;;1;
3;15;6;G2I24BT0;05;;1;
1;56;4;G2I24EL0;01;1900;1;1
1;48;4;G2I24EL0;02;2100;2;1
1;42;7;G2I24HD0;01;1800;1;1
1;41;7;G2I24HD0;02;;2;1
3;87;7;G2J246D0;01;;2;
1;39;7;G2J24950;01;1200;1;1
1;57;4;G2J24BX0;01;;1;1
3;61;7;G2J24BX0;02;;2;
3;65;7;G2J24EP0;01;;2;
2;41;4;G2J24HH0;01;;1;
1;29;4;G2J24HH0;02;1500;1;1
3;25;7;G2J24HH0;03;;2;
1;36;5;G2J24PT0;01;1400;1;1
1;42;5;G2J24PT0;02;1500;2;1
1;51;6;G2J24SL0;01;1230;1;1
3;32;6;G2J24SL0;02;;2;
1;52;5;G2J24VD0;01;1432;1;1
3;72;7;G2J24VD0;02;;2;
3;15;6;G2J29QD0;02;;2;
1;50;1;G2J29QD0;03;6000;1;1
1;47;1;G2J29QD0;04;6000;2;1
3;67;1;G2J29T50;01;;1;
2;56;3;G2J29T50;02;;2;
1;61;1;G2J29VX0;01;;1;1
1;59;1;G2J29VX0;02;7000;2;1
1;36;3;G2J29YP0;01;400;2;2
1;36;1;G2K291H0;01;2438;2;1
1;41;4;G2K291H0;02;2100;1;1
2;37;3;G2K29490;01;;2;
1;38;1;G2K29490;02;;1;1
1;32;4;G2K29710;01;2000;1;1
1;29;4;G2K29710;02;1600;2;1
1;47;6;G2K299T0;01;3500;1;1
3;39;1;G2K299T0;02;;2;
3;66;4;G2K29CL0;01;;2;
3;68;1;G2K29CL0;02;;1;
1;48;6;G2K29CL0;03;;1;1
1;51;5;G2K29CM0;01;1300;1;1
3;88;7;G2K29CO0;01;;1;
3;81;7;G2K29CO0;02;;2;
1;41;7;G2K29CP0;01;1100;1;1
1;38;5;G2K29CP0;02;850;2;2
1;57;4;G2K29CQ0;01;2600;2;1
3;82;6;G2K29CR0;01;;1;
1;31;6;G2K29CS0;01;1230;2;1
1;35;5;G2K29CS0;02;1398;1;1
1;30;3;G2K29CT0;01;1600;2;1
1;32;4;G2K29CT0;02;2000;1;1
3;20;4;G2K29CU0;01;;1;
3;19;4;G2K29CU0;02;;1;
3;60;7;G2K29CV0;01;;1;
3;75;7;G2K29CV0;02;;2;
1;57;4;G2K29CX0;01;2500;1;1
1;39;7;G2K29CY0;01;1445;1;1
1;39;4;G2K29CY0;02;480;2;2
3;75;6;G2K29CZ0;01;;2;
1;43;1;G2K29D00;01;822;1;1
3;16;6;G2K29D00;03;;2;
1;44;5;G2L2E7P0;01;;2;1
3;15;6;G2L2E7P0;02;;1;
3;88;7;G2L2E7P0;03;;2;
1;47;4;G2L2ED90;01;;2;1
1;51;5;G2L2ED90;02;;1;1
3;17;6;G2L2ED90;03;;1;
3;85;7;G2L2ED90;05;;2;
3;69;3;G2L2EG10;01;;2;
3;79;4;G2L2EG10;02;;1;
3;81;7;G2L2EIT0;01;;2;
3;85;7;G2L2ELL0;01;;2;
3;65;4;G2L2ER50;01;;1;
3;65;4;G2L2ER50;02;;2;
3;82;7;G2L2ETX0;01;;1;
3;80;6;G2L2EWP0;01;;1;
3;70;7;G2L2EWP0;02;;2;
3;60;4;G2M2EG50;01;;2;
3;62;3;G2M2EG50;02;;1;
3;84;7;G2M2EIX0;01;;2;
3;42;7;G2M2ELP0;01;;2;
1;57;7;G2M2ELP0;02;;1;3
1;17;5;G2M2ELP0;03;;1;1
1;33;1;G2M2EOH0;01;;2;1
1;35;1;G2M2EOH0;02;;1;1
1;61;5;G2M2EU10;01;;1;3
1;56;6;G2M2EU10;02;;2;1
3;86;7;G2M2EU10;03;;2;
3;67;7;G2M2EZL0;01;;2;
3;78;7;G2M2EZL0;02;;1;
3;74;7;G2M2JP10;01;;1;
1;47;4;G2M2JRT0;01;;1;1
1;43;3;G2M2JRT0;02;1800;2;1
1;17;6;G2M2JRT0;03;349;2;1
1;16;7;G2M2JRT0;04;349;2;1
3;76;7;G2N2E7X0;01;;2;
3;90;7;G2N2EAP0;01;;1;
3;87;7;G2N2EAP0;02;;2;
3;81;4;G2N2EDH0;01;;2;
3;60;5;G2N2EJ10;01;;2;
3;75;7;G2N2ELT0;01;;1;
3;74;7;G2N2EOL0;01;;2;
1;48;7;G2N2EOL0;02;;1;1
1;57;4;G2N2ERD0;01;;2;1
3;59;7;G2N2ERD0;02;;1;
3;84;7;G2N2ERD0;03;;1;
3;77;7;G2N2ERD0;04;;2;
1;63;6;G2N2EZP0;01;;2;1
1;57;6;G2N2EZP0;02;;1;1
1;28;5;G2N2J050;01;1650;1;1
3;23;3;G2N2J050;02;;2;
3;71;5;G2N2JB90;01;;1;
3;73;7;G2N2JB90;02;;2;
1;50;5;G2N2JGT0;01;1564;1;1
1;65;5;G2N2JJL0;01;;1;1
1;59;4;G2N2JJL0;02;;2;2
3;77;7;G2N2JMD0;01;;2;
3;57;5;G2N2JUP0;01;;2;
3;68;5;G2N2JXH0;01;;1;
3;76;7;G2O2E2H0;01;;2;
3;87;7;G2O2E2H0;02;;1;
1;52;4;G2O2E2H0;03;;1;1
1;50;4;G2O2E2H0;04;;2;1
1;27;5;G2O2E2H0;05;;1;1
1;37;4;G2O2J090;01;;1;1
3;35;4;G2O2J090;02;;2;
3;82;7;G2O2J8L0;01;;1;
3;82;7;G2O2J8L0;02;;2;
1;58;5;G2O2JBD0;01;;1;1
1;56;7;G2O2JBD0;02;;2;2
1;29;4;G2O2JBD0;03;;2;1
1;55;6;G2O2JE50;01;2100;1;1
1;55;6;G2O2JE50;02;;2;2
1;45;5;G2O2JGX0;01;748;1;2
1;42;7;G2O2JGX0;02;592;2;2
3;16;6;G2O2JGX0;03;;2;
1;56;3;G2O2O6D0;01;2384;1;1
1;53;3;G2O2O6D0;02;;2;1
1;57;6;G2O2O950;01;2143;2;1
3;62;5;G2O2O950;02;;1;
3;58;7;G2O2OBX0;01;;1;
1;57;7;G2O2OBX0;02;1365;2;1
1;45;4;G2O2OHH0;01;1650;1;1
1;43;5;G2O2OHH0;02;1343;2;1
1;19;6;G2O2OHH0;03;177;2;2
3;18;5;G2O2OHH0;04;;1;
1;29;7;G2O2OK90;01;340;2;2
1;43;5;G2O2OK90;02;;1;3
1;34;3;G2O2OKA0;01;750;1;2
1;54;4;G2O2OPT0;01;2000;2;1
1;56;4;G2O2OPT0;02;3000;1;1
3;19;5;G2O2OPT0;03;;2;
1;54;5;G2O2OSL0;01;1991;1;1
1;51;5;G2O2OSL0;02;1650;2;2
3;66;5;G2O2OVD0;01;;1;
3;63;6;G2O2OVD0;02;;2;
3;17;6;G2O2OY50;01;;1;
1;61;7;G2O2OY50;02;1750;1;1
3;56;7;G2O2OY50;03;;2;
3;70;5;G2P2O0X0;01;;2;
